성과연도,성과고유번호,성과구분,성과명,전담기관 등록(기탁)번호,저널명 OR 성과명(영문) 등,저자 OR 저작자 등,IPC OR 등록기관 등,국내외구분 OR 제조사 등,초록(국문),초록(영문),키워드,유발과제명,과제고유번호,부처명,과제수행기관,연구수행주체,6T분류,과학기술표준분류,연구개발단계,정부연구비,총연구비,당해연구시작일,당해연구종료일
2013,PTO-2013-0025725779,특허,인라인 스케이트용 휠 제조장치,10-2013-0021242,nan,한국신발피혁연구소외2명;,"A63C 17/06,A63C 17/22,B60B 33/00,B29C 43/00",대한민국,nan,nan,nan,인라인 스케이트 휠 자동 Pouring/Casting system 및 그 제조공정 개발,1425072401,중소기업청,한국신발피혁연구소,기타,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,생산관리기술,개발연구,249500000,332666000,20120601,20130531
2013,PTO-2013-0025725769,특허,하천 사면 또는 절개지에 형성되는 식생돌망태 시공방법,10-2013-0121320,nan,우진에코텍주식회사;,"E02D 17/20,A01G 13/02",대한민국,nan,nan,nan,터치스크린 무인자동화용접 생산시스템 개발,1425051518,중소기업청,우진철망(주),중소기업,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,기계,개발연구,115000000,127000000,20080701,20090630
2013,PTO-2013-0025652826,특허,도달 시간 차이 기반의 위치 및 시간 동기 획득 방법과 그 장치,10-2013-0168154,nan,아주대학교산학협력단;,"H04W 56/00,G01S 5/14",대한민국,nan,nan,nan,항공우주노드 통신 중계를 활용한 측위/통신 융합 기술,1345205285,미래창조과학부,아주대학교,대학,기타 네트워크기술,위성항법,기초연구,299560000,299560000,20130601,20140531
2013,PTO-2013-0025725827,특허,물순환 기능을 높이면서 투수성·보수성을 갖는 흙콘크리트 포장재 제조방법 및 이를 믹스하는 자동화 장치,10-2013-0027294,nan,지엘이엔씨주식회사;,"B28C 5/38,B28C 7/02,B28C 7/04,B28C 5/10,B28C 7/14",대한민국,nan,nan,nan,순환골재 및 다공성 기포를 이용한 친환경 투수 흙콘크리트 개발,1425076061,중소기업청,지엘이엔씨,중소기업,폐기물 처리 및 활용기술,친환경/재생건설재료,개발연구,164000000,219000000,20121101,20131031
2013,PTO-2013-0025652542,특허,가시까치밥나무 추출물을 함유하는 당뇨 예방 및 치료용 조성물,10-2013-0017050,nan,충남대학교 산학협력단;,"A61K 36/185,A23L 33/105,A61P 3/10",대한민국,nan,nan,nan,산화적 손상관련 염증반응에 대한 항염증성 기능성 식품소재개발,1345209720,미래창조과학부,충남대학교,대학,기타 농업·해양·환경 응용기술,식품영양과학,기초연구,44800000,44800000,20130501,20140430
2013,PTO-2013-0025660932,특허,신규 페날레논 유도체 화합물 및 이를 포함하는 항균용 조성물,10-2013-0026805,nan,서울대학교 산학협력단;,"C07D 493/04,C07D 307/77,A61K 31/34,A61P 31/04",대한민국,nan,nan,nan,"해양생물 유래 생리활성 천연물 분리, 구조결정 연구 (신의약)",1345198484,미래창조과학부,서울대학교,대학,바이오신약 개발기술,의약품 성분분석,기초연구,253300000,253300000,20130623,20140622
2013,PTO-2013-0025652066,특허,종양 억제 효능을 갖는 안정화된 알파-헬릭스 구조를 포함하는 자기조립 나노구조체 및 이의 제조방법,10-2013-0077101,nan,연세대학교 산학협력단;,"A61K 38/12,A61K 38/17,C07K 5/12,C07K 7/02,A61K 47/50,B82Y 5/00",대한민국,nan,nan,nan,초분자 단백질 개발을 통한 발암성 상호작용 조절,9991005775,교육부,연세대학교,대학,기능성 바이오소재 기반기술,나노바이오화학,기초연구,58635000,58635000,20130501,20140430
2013,PTO-2013-0025652231,특허,아크릴 레진을 이용한 압광 페인트,10-2013-0019741,nan,경북대학교 산학협력단;,"C09D 5/22,C09D 1/00,C08L 33/04,C09K 11/08",대한민국,nan,nan,nan,압광 파괴시험을 이용한 Al2O3 계 복합 구조 세라믹에서의 정량적 R-곡선 해석 연구,1345211023,교육부,경북대학교상주캠퍼스,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,구조재료,기초연구,59690000,59690000,20130501,20140430
2013,PTO-2013-0025652152,특허,리그난 화합물을 유효 성분으로 포함하는 암의 예방 또는 치료용 조성물,10-2013-0111392,nan,한국생명공학연구원;,"A61K 31/36,A61P 35/00",대한민국,nan,nan,nan,FGFR/RSK2 신호전달축 (signaling axis)에 의한 피부암 발생 기전연구,1345210683,교육부,가톨릭대학교,대학,생명현상 및 기능연구,생화학,기초연구,50700000,50700000,20130501,20140430
2013,PTO-2013-0025658530,특허,광소자-회전형 뮬러-행렬 타원계측기 및 이를 이용한 시료의 뮬러-행렬 측정 방법,10-2013-0103738,nan,한국표준과학연구원;,"G01N 21/21,G01J 4/00,G01N 21/27",대한민국,nan,nan,nan,첨단측정장비 요소기술개발,1711007785,미래창조과학부,한국표준과학연구원,출연연구소,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,측정표준/시험평가기술,기초연구,3043000000,3043000000,20130101,20131231
2013,PTO-2013-0025652186,특허,입사광에 대한 편광 의존성을 가지는 집광 패턴 가변 광 소자,10-2013-0060385,nan,경북대학교 산학협력단;,"G02B 26/00,G02B 5/00,G02B 3/00",대한민국,nan,nan,nan,고속구동 동적 간섭패턴 생성기 기반의 3D 비전시스템 초소형 모듈화 기술개발,1345201601,교육부,경북대학교,대학,기타 정보기술,광소자,응용연구,148000000,192238000,20130401,20140331
2013,PTO-2013-0025658541,특허,"탄성체를 이용한 가변압력 공급장치, 방법, 가상혈압발생장치 및 혈압계 성능시험방법",10-2013-0035854,nan,한국표준과학연구원;,"F04B 49/06,F04B 1/14,F04B 53/14,F04B 53/16",대한민국,nan,nan,nan,의료융합 측정표준 확립,1711007789,미래창조과학부,한국표준과학연구원,출연연구소,기타 보건의료 관련 응용기술,측정표준/시험평가기술,기초연구,3371000000,3371000000,20130101,20131231
2013,PTO-2013-0025724259,특허,래티스 기반 인증서 비사용 서명 시스템 및 방법,10-2013-0104107,nan,고려대학교산학협력단;,"H04L 9/30,H04L 9/32",대한민국,nan,nan,nan,스마트 그리드 기술연구,1415128860,미래창조과학부,고려대학교 산학협력단,대학,정보보안 및 암호기술,정보이론,기타,800000000,960000000,20130101,20131231
2013,PTO-2013-0025724761,특허,영상 부호화 방법 및 장치,10-2013-0013149,nan,연세대학교산학협력단;,"H04N 13/00,H04N 13/02,G06T 15/00,G06T 7/194",대한민국,nan,nan,nan,디지털 방송장비 연구,1415128746,미래창조과학부,연세대학교 산학협력단,대학,기타 네트워크기술,디지털방송,기타,720000000,1102000000,20130101,20131231
2013,PTO-2013-0025654611,특허,신규한 항균성 화합물,10-2013-0022330,nan,한국생명공학연구원;,"C07D 311/94,C07D 311/80,A61K 31/352,A61P 31/04",대한민국,nan,nan,nan,Genomic overexpression library를 이용한 신규 슈퍼박테리아 항세균 물질 연구,1345203266,미래창조과학부,한국생명공학연구원,출연연구소,바이오신약 개발기술,산업바이오,응용연구,90000000,90000000,20130501,20140430
2013,PTO-2013-0025654592,특허,기계 화학적 방법에 의한 그래핀 크기 조절 및 유기 용매에서의 분산성 향상 방법,10-2013-0123137,nan,서울대학교 산학협력단;,"C01B 31/02,B01J 19/10",대한민국,nan,nan,nan,플렉시블 스마트센서용 전도성 나노구조체 제조와 응용,1345200956,미래창조과학부,서울대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",고분자화학,기초연구,300000000,300000000,20130501,20140430
2013,PTO-2013-0025654559,특허,후각 수용체 및 전계 효과 트랜지스터 기반 암 센서,10-2013-0083224,nan,서울대학교산학협력단;,"G01N 33/574,G01N 27/414,G01N 33/68",대한민국,nan,nan,nan,진단용 후각/미각 수용체 제조 및 수용체 기반 센서용 나노융합구조 개발,1711005794,미래창조과학부,서울대학교,대학,난치성 질환 치료기술,융합바이오,기초연구,200000000,200000000,20130701,20140630
2013,PTO-2013-0025651561,특허,멀티채널 멀티세션 무선 네트워크에서의 자원 할당 장치 및 방법,10-2013-0015920,nan,아주대학교산학협력단;,"H04W 28/22,H04W 72/08",대한민국,nan,nan,nan,다중 채널/다중 라디오/다중 레이트 무선 멀티홉 네트워크를 위한 계층간 최적 다중경로 네트워크 코딩 연구,9991001213,교육부,아주대학교,대학,4세대 이동통신,이동통신 시스템,기초연구,32400000,32400000,20130901,20140831
2013,PTO-2013-0025676750,특허,복수의 주파수에 대한 커패시턴스-전압 특성을 이용한 비정질 산화물 반도체 박막 트랜지스터의 밴드갭 내 상태밀도 추출 방법 및 그 장치,10-2013-0025094,nan,국민대학교 산학협력단;,"H01L 21/66,H01L 29/786,G02F 1/136",대한민국,nan,nan,nan,차세대 디스플레이용 산화물 반도체 TFT를 위한 집적화된 Thermo-Opto-Electronic 특성 분석 플랫폼  개발 및 응용,1345168599,교육과학기술부,국민대학교,대학,연료전지기술,반도체소자/시스템,기초연구,100000000,100000000,20120501,20130430
2013,PTO-2013-0025676365,특허,이중 퍼지 라인을 구비한 ALD장치,10-2013-0025411,nan,부산대학교 산학협력관;,H01L 31/18,대한민국,nan,nan,nan,원자단위 제어에 의한 고효율 잉크젯 프린터용 히터 소재의 개발,1345169700,교육과학기술부,부산대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",세라믹재료,기초연구,49999000,49999000,20120501,20130430
2013,PTO-2013-0025654492,특허,커넥터 세이버,10-2013-0125793,nan,한국항공우주연구원;,H01R 31/06,대한민국,nan,nan,nan,다목적실용위성3A호시스템종합개발사업,1345202425,미래창조과학부,한국항공우주연구원,출연연구소,위성설계 및 개발기술,인공위성체/탑재체 시스템,개발연구,3200000000,3200000000,20130201,20140131
2013,PTO-2013-0025651442,특허,HEVC를 위한 대체 인트라 예측 장치 및 방법,10-2013-0114857,nan,한밭대학교 산학협력단;,"H04N 19/593,H04N 19/105,H04N 19/11",대한민국,nan,nan,nan,3D 영상 산업 인력 양성을 위한 다시점 비디오 부호화 및 자유시점 비디오 재현 기술 연구,1711005241,교육부,한밭대학교,대학,신호처리기술(영상·음성처리·인식·합성),디지털방송 실감방송,응용연구,200000000,240000000,20130401,20140331
2013,PTO-2013-0025651263,특허,이종 무선 통신 시스템간의 간섭 완화 방법 및 장치,10-2013-0009432,nan,동국대학교;,"H04W 16/04,H04W 24/02,H04B 17/345,H04B 17/318",대한민국,nan,nan,nan,차세대 이동통신 시스템을 위한 단말 간 직접통신 및 단말협업 기술,9991000899,교육부,동국대학교,대학,4세대 이동통신,이동통신,기초연구,34020000,34020000,20130901,20140831
2013,PTO-2013-0025676513,특허,대체보체경로 억제제를 함유하는 대체보체경로 억제용 조성물 및 이를 이용한 대체보체경로 억제방법,10-2013-0057768,nan,한림대산학협력단;,A61K 39/395,대한민국,nan,nan,nan,이종췌도이식에서 즉각성 혈액매개성 염증반응 기전 규명 및 보체 경로 특이적 억제자를 통한 조절 기술 개발,1345128316,교육과학기술부,한림대학교 산학협력단,대학,난치성 질환 치료기술,의생명과학,기초연구,59999000,59999000,20100901,20110831
2013,PTO-2013-0025652986,특허,카르니틴을 포함하는 방사선 피폭 진단용 바이오마커 조성물 및 이를 이용한 진단방법,10-2013-0164171,nan,한국원자력의학원;,"G01N 33/50,G01N 33/48",대한민국,nan,nan,nan,방사선 생체 대사 산물 검색과 활용 기술 개발,1711004698,미래창조과학부,한국원자력의학원,출연연구소,생명현상 및 기능연구,방사선 의학/의공학 기술,기초연구,790000000,790000000,20130301,20140228
2013,PTO-2013-0025653475,특허,쓰기 트래픽이 적은 캐시 메모리 블록 교체 방법 및 이를 이용한 캐시 서브시스템을 가지는 정보 처리 장치,10-2013-0056082,nan,이화여자대학교 산학협력단;,"G06F 12/08,G06F 13/14",대한민국,nan,nan,nan,프로그램 특성 분석에 기반한 스마트 디바이스용 임베디드 운영체제 설계,1711001761,미래창조과학부,이화여자대학교,대학,멀티미디어 단말기 및 운영체계기술,소프트웨어,기초연구,300000000,300000000,20130901,20140831
2013,PTO-2013-0025021112,특허,MCU 내부의 ADC 포트를 이용한 아날로그/디지털 변환기의 분해능 향상 장치 및 방법,10-2013-0001713,nan,YOU ME 특허법인;,"H03M 1/20,H03M 1/36,H03M 1/12",대한민국,nan,nan,nan,지하수 활용가치 극대화 기술,1615006641,국토교통부,한국수자원공사,대기업,기타 환경기반기술,수자원 통합관리기술,응용연구,821000000,1095000000,20130630,20140630
2013,PTO-2013-0025464513,특허,코엔자임 Q10을 유효성분으로 포함하는 염증성 질환 또는 면역거부질환의 예방 또는 치료용 조성물,10-2013-0149463,nan,가톨릭대학교산학협력단;,"A61K 31/122,A61K 9/127,A23L 29/00",대한민국,nan,nan,nan,선도형 면역질환 연구사업단,1355062275,보건복지가족부,가톨릭대학교 산학협력단,대학,기타 보건의료 관련 응용기술,의생명과학,응용연구,4467000000,6132000000,20121201,20131130
2013,PTO-2013-0025464480,특허,리포칼린 2 억제제를 유효성분으로 포함하는 신경병증성 통증 완화용 조성물,10-2013-0155478,nan,경북대학교산학협력단;,"A61K 39/395,A23L 33/17",대한민국,nan,nan,nan,선도형 당뇨병 및 대사성질환 신약개발 연구사업단,1355062276,보건복지가족부,경북대학교병원,대학,의과학·의공학 기술,의약품 합성/탐색,개발연구,4000000000,5740000000,20120401,20130331
2013,PTO-2013-0025463750,특허,PTGS2 유전자의 CpG 메틸화 변화를 이용한 난소암 전이 진단용 조성물 및 이의 이용,10-2013-0107544,nan,이화여자대학교산학협력단;,"C12Q 1/68,G01N 33/574,C12Q 1/34",대한민국,nan,nan,nan,재발 조기 예측을 위한 후성유전학적 진단법 개발,1465012711,보건복지부,이화여자대학교 산학협력단,대학,유전체기반 기술,의생명과학,기초연구,250000000,516667000,20130401,20140331
2013,PTO-2013-0025463744,특허,IFITM1 유전자 프로모터의 CpG 메틸화 변화를 이용한 전이성 난소암 진단용 조성물 및 이의 이용,10-2013-0022245,nan,특허청;,"C12Q 1/68,G01N 33/574,C12N 15/11",대한민국,nan,nan,nan,재발 조기 예측을 위한 후성유전학적 진단법 개발,1465012711,보건복지부,이화여자대학교 산학협력단,대학,유전체기반 기술,의생명과학,기초연구,250000000,516667000,20130401,20140331
2013,PTO-2013-0025463642,특허,IL―1 베타 측정을 포함하는 제 2 형 당뇨병 진단 및 추적관찰용 시약과 시험방법,10-2013-0027015,nan,충남대학교산학협력단;,"G01N 33/50,C12Q 1/02",대한민국,nan,nan,nan,염증신호 조절을 이용한 당뇨병 전환 제어 타깃 발굴 및 임상 적용,1465012708,보건복지부,충남대학교병원,대학,바이오신약 개발기술,내분비학,응용연구,261800000,261800000,20130401,20140331
