성과연도,성과고유번호,성과구분,성과명,전담기관 등록(기탁)번호,저널명 OR 성과명(영문) 등,저자 OR 저작자 등,IPC OR 등록기관 등,국내외구분 OR 제조사 등,초록(국문),초록(영문),키워드,유발과제명,과제고유번호,부처명,과제수행기관,연구수행주체,6T분류,과학기술표준분류
2013,PTR-2013-0025675758,특허,Q-스위칭을 이용한 펄스 레이저 생성 장치,10-1328625-0000,nan,서울시립대 산학협력단;,"H01S 3/11,H01S 3/139,H01S 5/32,H01S 3/067",대한민국,nan,nan,nan,비스무쓰 기반의 어븀첨가 광섬유를 이용한 초광대역 양방향 광증폭기 기술 개발과 이의 장거리 초광대역 광가입자망 응용에 관한 연구,1345154087,교육과학기술부,서울시립대학교 산학협력단,대학,테라비트급 광통신 부품기술,가입자망
2013,PTR-2013-0025692792,특허,참나무 목초액의 추출물 또는 분획물을 유효성분으로 함유하는 문화재 보존용 방충 또는 살충용 조성물,10-1270630-0000,nan,국립문화재연구소;,"A01N 65/08,A01N 25/00,A01P 7/04",대한민국,nan,nan,nan,천연 생리활성소재의 금속류에 대한 적용성 평가 연구,1555000619,문화재청,국립문화재연구소,국공립연구소,nan,nan
2013,PTR-2013-0025676008,특허,충격 시험 장치 및 이를 이용한 충격 시험 방법,10-1240313-0000,nan,부산대학교 산학협력단;,"G01M 7/08,G01M 5/00,G01B 5/30",대한민국,nan,nan,nan,다중레벨구성방정식을 이용한 산업용 특수소재의 재료비선형 해석모델 개발,1345176910,교육과학기술부,부산대학교,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,선박소재/구조기술
2013,PTR-2013-0025675851,특허,투명 복합체 전도성 산화막 및 이의 제조방법,10-1272891-0000,nan,부산대학교 산학협력단;,"H01L 31/0224,H01L 31/18,H01B 1/08,H01B 5/14",대한민국,nan,nan,nan,기능성 복합 투명전도 산화물 박막의 개발 및 고휘도 백색발광 다이오드 장치로의 응용,1345166724,교육과학기술부,부산대학교,대학,나노전자 소자기술,EL/OLED
2013,PTR-2013-0025676654,특허,과냉각 액체영역에서 비정질 금속의 성형능 평가 방법,10-1348340-0000,nan,박은수;,"G01N 33/20,G01N 3/24",대한민국,nan,nan,nan,독특한 자성 특성을 가지는 고연신 마그네슘기 비정질 판재 개발,1345154026,교육과학기술부,서울대학교 산학협력단,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,구조재료
2013,PTR-2013-0025676585,특허,다시점 영상을 이용한 영상 시스템 및 영상 처리 방법,10-1281003-0000,nan,서울대학교산학협력단;,"H04N 13/02,G06T 5/50,G06T 7/00,H04N 13/00",대한민국,nan,nan,nan,그래픽 하드웨어를 이용한 실시간 스테레오 시스템,1345124915,교육과학기술부,서울대학교 산학협력단,대학,신호처리기술(영상·음성처리·인식·합성),정보이론
2013,PTO-2013-0025676538,특허,"문자 인식을 이용한 위치 정보 제공 단말, 서버, 시스템 및 방법",10-2013-0057967,nan,서울시립대학교 산학협력단;,"H04W 4/029,G06F 16/9537,G06K 9/32,H04W 88/02,H04W 88/18,G06K 9/34,G06K 9/72",대한민국,nan,nan,nan,유비쿼터스 환경에서의 3차원 실내공간인지 기술 개발,1345171229,교육과학기술부,서울시립대학교,대학,기타 정보기술,국토지능화/공간정보
2013,PTO-2013-0025676489,특허,막-전극 접합체 제조방법 및 이를 이용하여 제조된 막-전극 접합체와 연료전지,10-2013-0135688,nan,상명대학교 천안산학협력단;,"H01M 4/88,H01M 8/1004,H01M 8/0258,H01M 8/1018",대한민국,nan,nan,nan,잉크젯 프린팅 기술을 이용한 고분자전해질연료전지용 막-전극접합체 개발,1345157296,교육과학기술부,상명대학교산학협력단,대학,연료전지기술,신재생에너지
2013,PTO-2013-0025676439,특허,미공개,10-2013-0009820,nan,인하대학교 산학협력단;,"H01R 13/66,H02J 9/00",대한민국,nan,nan,nan,스카이라인 기반 효과적 대용량 데이터 마이닝 방법,1345175289,교육과학기술부,인하대학교,대학,정보검색 및 DB기술,데이터베이스
2013,PTO-2013-0025676208,특허,Electric field aided robotic nozzle printer and method for fabrication of organic nano sturcture,201180048514.9,nan,포항공과대학교 산학협력단;,nan,중국,nan,nan,nan,고효율 및 장수명을 위한 유기 태양 전지의 전하추출층 및 계면 조절 연구,1345149686,교육과학기술부,포항공과대학교 산학협력단,대학,에너지소재 기술,태양광
2013,PTR-2013-0025658225,특허,잔디밭 식생 지역의 이산화탄소 관측 및 분석 시스템과 그 방법,10-1344255-0000,nan,부경대학교 산학협력단;,"G01N 33/24,G16C 10/00,G06F 19/00,G01N 1/22",대한민국,nan,nan,nan,조간대의 미기상 환경 변화와 탄소수지 변동분석,1365001694,기상청,부경대학교 산학협력단,대학,기타 환경기반기술,기상관측/분석기술
2013,PTR-2013-0025675710,특허,초광대역 다중 사용자 시스템에서 일반화된 가우시언 라플라시안 분포 모델에 기반한 향상된 UWB 수신 방법,10-1300037-0000,nan,동아대학교 산학협력단;,"H04B 1/719,H04B 1/7163,H04B 1/69",대한민국,nan,nan,nan,다중사용자 간섭 환경에서 확률분포 기반의 새로운 초광대역 수신기 개발,1345170427,교육과학기술부,동아대학교,대학,기타 정보기술,이동통신 시스템
2013,PTR-2013-0025658229,특허,산지습지 퇴적물의 유기물함량 정량산출 방법,10-1344254-0000,nan,부경대학교 산학협력단;,"G01N 33/24,G01V 9/00,E21B 49/02",대한민국,nan,nan,nan,조간대의 미기상 환경 변화와 탄소수지 변동분석,1365001694,기상청,부경대학교 산학협력단,대학,기타 환경기반기술,기상관측/분석기술
2013,PTO-2013-0025489720,특허,식생 변동을 조절하는 예측 기상 인자들을 이용한 연간 식생 변동 예측 방법 및 장치,10-2013-0035823,nan,이화여자대학교 산학협력단;,"G16C 10/00,A01G 7/00",대한민국,nan,nan,nan,통계기법을 활용한 해빙면적 계절예측 시스템 개발,1365001755,기상청,이화여자대학교,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,대기과학
2013,PTO-2013-0025494864,특허,미디어 컨트롤러 및 이의 P2P 기반 스트리밍 컨텐츠 공유 방법과 이에 관한 홈 네트워크 시스템,10-2013-0004045,nan,숭실대학교산학협력단;,"H04L 12/28,H04L 29/08",대한민국,nan,nan,nan,서비스 가용성을 위한 이동성 관리 기술 연구,1575000689,방송통신위원회,고려대학교 산학협력단,대학,고속인터넷 네트워킹기술,전달망
2013,PTR-2013-0025729123,특허,콩버섯으로부터 분리한 아이소인돌리논 계열의 항산화 화합물 및 이의 분리방법,10-1309114-0000,nan,전북대학교산학협력단;,"C07D 209/46,A23L 33/10,A61K 8/49,A61K 8/9728,A61K 31/4035,A61K 36/07,A61Q 19/00",대한민국,nan,nan,nan,목재버섯 다양성 확보 및 활성물질 탐색,1405001977,산림청,전북대학교,대학,기능성 바이오소재 기반기술,천연물화학
2013,PTR-2013-0025679700,특허,"세굴방지용 목재블록, 목재블록 구조물 및 그 설치방법",10-1239223-0000,nan,국립산림과학원;,"E02B 3/14,E02D 17/20,A01K 61/70,C02F 3/32",대한민국,nan,nan,nan,목질계 탄화보드 성능개선 연구,1405002123,산림청,국립산림과학원,국공립연구소,기타 농업·해양·환경 응용기술,달리 분류되지 않는 임산공학
2013,PTR-2013-0025714340,특허,대나무의 약액주입장치,10-1334737-0000,nan,국립산림과학원;,"B27K 3/10,B27J 1/00",대한민국,nan,nan,nan,목질계 탄화보드 성능개선 연구,1405002123,산림청,국립산림과학원,국공립연구소,기타 농업·해양·환경 응용기술,달리 분류되지 않는 임산공학
2013,PTR-2013-0025714736,특허,목편 시료 채취기,10-1334735-0000,nan,국립산림과학원;,"G01N 1/04,B23B 45/02,G01N 1/06",대한민국,nan,nan,nan,소나무재선충병 수종별 피해양상분석 및 방제기술 개선,1405002148,산림청,국립산림과학원,국공립연구소,기타 환경기반기술,산림보호
2013,PTR-2013-0025679381,특허,곤충 훈증 검사장치,10-1224043-0000,nan,국립산림과학원;,A01M 13/00,대한민국,nan,nan,nan,산림해충 페로몬 및 천연물 해충 방제제의 현장적용 기술 개발,1405002141,산림청,국립산림과학원,국공립연구소,동식물 병해충 제어기술,산림보호
2013,PTO-2013-0025694944,특허,아미노알킬-비스-포스포닉산 화합물 유도체,10-2013-0119415,nan,강원대학교 산학협력단;,"C09K 21/12,C07F 9/6509",대한민국,nan,nan,nan,친환경 방염 신소재 설계 및 제조기술 개발,1665005930,소방방재청,강원대학교 산학협력단,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,재난안전장비
2013,PTO-2013-0025495370,특허,미분무노즐을 갖는 소화설비,10-2013-0132384,nan,(주)지에스하이텍;,"A62C 31/05,A62C 31/28,B05B 1/18",대한민국,nan,nan,nan,터널 방호용 미세물분무 노즐 개발,1665006129,소방방재청,(주)지에스하이텍,중소기업,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,시설물 소방안전관리기술
2013,PTR-2013-0025717051,특허,의료용 애플리케이션 인증을 위한 검사 장치 및 검사 방법,10-1321406-0000,nan,식품의약품안전처;경북대학교 산학협력단;,"H04L 29/06,H04L 12/26",대한민국,nan,nan,nan,"신기술 유헬스 디바이스(스마트 폰, 스마트 태그 등) 평가기술 개발에 관한 연구",1475006154,식품의약품안전청,경북대학교,대학,의과학·의공학 기술,첨단융합기술의료기기 평가
2013,PTO-2013-0025520852,특허,근적외선 파장을 이용한 지표면 반사도 산출 방법,10-2013-0121184,nan,강릉원주대학교 산학협력단;,"G01N 21/359,G01N 21/55,G01N 21/47",대한민국,nan,nan,nan,정지궤도 및 극궤도 위성 관측을 활용한 동아시아 지역에서의 에어로솔 변수 산출 및 분석,1365001762,기상청,강릉원주대학교 산학협력단,대학,기타 위성기술,기상원격탐사기술
2013,PTR-2013-0025739608,특허,부분 피복사면 및 사면수로를 이용한 월류 파괴 방지형 필댐,10-1262094-0000,nan,홍익대학교산학협력단;,"E02B 7/06,E02B 8/06,E02B 5/02",대한민국,nan,nan,nan,미래 통합 유역홍수 대응기술,1615005773,국토해양부,경북대학교 산학협력단,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,수자원 통합관리기술
2013,PTR-2013-0025675642,특허,탄소 나노튜브 트랜지스터를 이용한 단백질 키나아제의 활성 측정 소자 및 이의 제조 방법,10-1250468-0000,nan,순천향대학교 산학협력단;,"G01N 27/26,G01N 33/68,H01L 29/78",대한민국,nan,nan,nan,세포막 단백질 수용체 모방 인공 센서 개발,1345171129,교육과학기술부,순천향대학교,대학,나노 바이오 물질 합성 및 분석기술,나노화학
2013,PTR-2013-0025676149,특허,오이과실모틀모자이크바이러스 핵산부터 유래된 약독 바이러스 및 이의 전장 재조합 클론,10-1342084-0000,nan,중앙대학교 산학협력단;,"C12N 15/82,C12N 15/82,C07K 14/005,A01N 63/00,A01N 63/40",대한민국,nan,nan,nan,박과식물특이 신규 바이러스벡터 시스템 개발,1345172262,교육과학기술부,중앙대학교,대학,기타 농업·해양·환경 응용기술,달리 분류되지 않는 원예작물과학
2013,PTR-2013-0025675983,특허,나노 안테나를 포함하는 구조체 및 이의 제조방법,10-1271696-0000,nan,고려대학교산학협력단;,"A61K 9/127,A61K 9/06,A61K 47/48,A61P 35/00,A61K 9/06,A61K 47/48,A61P 35/00",대한민국,nan,nan,nan,자성천이제어와 영속발광이 가능한 복합기능 마그네틱-포토닉 나노결정 개발,1345149113,교육과학기술부,고려대학교 산학협력단,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,기능재료
2013,PTO-2013-0025675895,특허,황화수소를 선택적으로 감지하는 가스 센서 및 이의 제조방법,10-2013-0018716,nan,인하대학교 산학협력단;,"G01N 27/407,G01N 27/12,G01N 33/00,B82Y 15/00,G01N 27/416",대한민국,nan,nan,nan,Radiolysis와 system-on-chip 공정을 결합한 VOCs 선택검지 시스템 개발,1345171033,교육과학기술부,인하대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",계측기기
2013,PTO-2013-0025676461,특허,고해상도 마이크로 패턴의 제조방법,10-2013-0059810,nan,한양대학교 에리카산학협력단;,H01L 21/027,대한민국,nan,nan,nan,All-Direct-Printing 기술 기반 플렉서블 유기박막 트랜지스터,1345176576,교육과학기술부,한양대학교(ERICA캠퍼스),대학,기타 나노기반 공정기술,달리 분류되지 않는 나노/마이크로 기계시스템
2013,PTO-2013-0025676362,특허,HAUSP 탈유비퀴틴화 효소의 결정구조 및 펩타이드 억제제,10-2013-7025016,nan,한국생명공학연구원;,"C07K 14/03,C12N 15/38,A61K 39/245",대한민국,nan,nan,nan,암제어를 위한 단백질 상호작용체의 입체구조 규명 (MSC 중심으로),1345174360,교육과학기술부,한국생명공학연구원,출연연구소,단백질체 연구,단백질 구조와 기능
2013,PTO-2013-0025661345,특허,풀러렌 부가체를 포함하는 3중 혼합물 광활성화층을 이용한 유기물 태양전지,10-2013-0127286,nan,한국과학기술원;,"H01L 51/00,H01L 51/42",대한민국,nan,nan,nan,태양전지용 고분자-나노입자 하이브리드 합성 및 형태학 연구,1711001980,미래창조과학부,한국과학기술원,대학,에너지소재 기술,기타 재료
2013,PTO-2013-0025661288,특허,온도조절이 가능한 비닐 시트형 광생물반응기 및 이의 설치방법,10-2013-0052804,nan,한국에너지기술연구원;,"C12M 1/00,C12M 1/34",대한민국,nan,nan,nan,광생물반응기 이용 광합성 미생물 고농도 생산 및 바이오크루드 오일 전환 연구,1711001741,미래창조과학부,한국에너지기술연구원,출연연구소,바이오에너지 기술,바이오연료
2013,PTO-2013-0025675832,특허,미공개,10-2013-0149917,nan,숭실대학교 산학협력단;,"G01N 21/65,G01N 33/483",대한민국,nan,nan,nan,"수화된 생분자 클러스터 시스템의 이온-용매화에 관한 동역학, 분광학 및 분자 시뮬레이션 연구",1345173424,교육과학기술부,숭실대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",반응 동력학
2013,PTO-2013-0025676140,특허,"무선 충전 시스템 및 방법과, 이를 위한 무선 전력 전달 장치 및 전자기기",10-2013-0042271,nan,서울대학교 산학협력단;,"H02J 50/12,H02J 50/80,H02J 13/00,H02J 50/90,H04B 5/00,H04B 5/00",대한민국,nan,nan,nan,무선 카메라 센서네트워크를 위한 통신?정보처리 융합 연구,1345176848,교육과학기술부,서울대학교,대학,신호처리기술(영상·음성처리·인식·합성),RFID/USN
2013,PTO-2013-0025675558,특허,미세유체칩과 이를 이용한 허혈 및 재관류에 따른 세포손상 재현방법 및 세포손상 분석시스템,10-2013-0128619,nan,인하대학교 산학협력단;,"C12M 3/06,C12M 1/34,G01N 33/50",대한민국,nan,nan,nan,단순공정을 통해 제작된 나노구조체 및 미세유체시스템을 이용한 생체모사 세포칩 개발,1345177405,교육과학기술부,인하대학교,대학,바이오칩 개발기술,나노/마이크로 기계시스템
2013,PTR-2013-0025675334,특허,정전방식 에너지 수집 장치,10-1263343-0000,nan,한국산업기술대학교산학협력단;,"F03G 7/00,F03G 7/08,F03G 3/00",대한민국,nan,nan,nan,그린 IT 및 USN을 위한 마이크로 에너지 발생기,1345145847,교육과학기술부,한국산업기술대학교 산학협력단,대학,나노 photonics기술,MEMS 소자
2013,PTO-2013-0025676276,특허,2-브로모알칸산을 유효성분으로 포함하는 항생제 조성물,10-2013-0058568,nan,경상대학교 산학협력단;,A61K 31/19,대한민국,nan,nan,nan,슈도모나스 플루오레슨스 BM07 세균의 염류에 의해 유도되는 형태적 변화 및 분자수준에서의 염류스트레스 저항성 기작 연구,1345157339,교육과학기술부,경상대학교 산학협력단,대학,생명현상 및 기능연구,세포구조/운동
2013,PTR-2013-0025675930,특허,이동 단말기 상에서의 화자 인식을 이용한 화자 음성 데이터베이스 관리 방법 및 시스템,10-1252995-0000,nan,서울시립대학교 산학협력단;,"G10L 17/08,G06F 16/00,G06F 17/30,G10L 15/02",대한민국,nan,nan,nan,디지털 과학 수사를 위한 통합 화자 분석 시스템 연구,1345173110,교육과학기술부,서울시립대학교,대학,신호처리기술(영상·음성처리·인식·합성),인공지능
2013,PTO-2013-0025675461,특허,액정 디스플레이용 투명 전극 소자,10-2013-0048701,nan,경희대학교;,"G02F 1/1343,H01B 5/14,C01B 32/182",대한민국,nan,nan,nan,고성능ㆍ고효율 나노소자를 위한 3차원 하이브리드 나노복합구조체 형성 및 특성 측정 제어 기술 개발,1345166778,교육과학기술부,경희대학교(국제캠퍼스),대학,기타 나노소재기술,세라믹재료
2013,PTR-2013-0025675349,특허,0.1 ∼ 30 MHz의 반복률을 갖는 광섬유 레이저 시스템 및 이를 이용한 시편 가공,10-1268568-0000,nan,한국과학기술원;,"H01S 3/11,B23K 26/382,H01S 3/115,H01S 3/067",대한민국,nan,nan,nan,초고속 광학을 위한 광섬유 펨토초 레이저 고안정화 기술 개발,1345176302,교육과학기술부,한국과학기술원,대학,나노 측정기술(100 nm이하),물리/기계 측정표준
2013,PTO-2013-0025658081,특허,지역 미세 패턴을 이용한 얼굴 영상 분석 방법,PCT/KR2013/010633,nan,경희대학교 산학협력단 외 1명;,nan,국제,nan,nan,nan,자연스러운 얼굴표정인식을 위한 다양한 Local Directional Pattern(LDP) 정의 및 응용에 관한 연구,1711006791,미래창조과학부,경희대학교(국제캠퍼스),대학,신호처리기술(영상·음성처리·인식·합성),정보이론
2013,PTR-2013-0025675796,특허,베타-글루칸을 포함하는 각결막염 치료용 점안제 조성물,10-1341647-0000,nan,가톨릭대학교 산학협력단;,"A61K 31/716,A61K 36/02,A61K 31/717,A61K 31/728,A61K 9/00",대한민국,nan,nan,nan,광수용세포 퇴화성 황반부변성증 치료를 위한 분자생물학적 연구,1345155969,교육과학기술부,가톨릭대학교(성의교정),대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,분자세포생물학
2013,PTO-2013-0025675768,특허,다성분계 금속 산화물을 포함하는 전극물질이 전착된 슈퍼커패시터용 전극 및 이의 제조방법,10-2013-0154754,nan,"에쓰오일주식회사, 아주대학교산학협력단;",H01G 11/22,대한민국,nan,nan,nan,다양한 나노입자 전극의 직접제조를 위한 크기와 형상이 제어되는 금속 나노입자의 전착 기술 개발,1345118406,교육과학기술부,아주대학교산학협력단,대학,나노화학 공정기술,나노화학공정기술
2013,PTR-2013-0025675626,특허,컨텍스트 예측 시스템,10-1340461-0000,nan,공주대학교 산학협력단;,"G06F 17/27,G06F 17/18",대한민국,nan,nan,nan,컨텍스트 속성간 연관규칙과 가변가중치를 이용한 시퀀스 매칭 기반 컨텍스트 예측,1345153675,교육과학기술부,공주대학교 산학협력단,대학,기타 정보처리시스템 및 S/W 기술,달리 분류되지 않는 소프트웨어
2013,PTO-2013-0025675532,특허,"그래핀-부도체-반도체의 구조를 갖는 투과 다이오드, 투과 트랜지스터, 투과 광다이오드 및 투과 광트랜지스터",10-2013-0024860,nan,경희대학교 산학협력단;,"H01L 29/861,H01L 29/16,H01L 29/47,H01L 31/028,H01L 31/105",대한민국,nan,nan,nan,무촉매 나노 그래핀 성장 및 재결정화 기술 개발,1345172597,교육과학기술부,경희대학교,대학,기타 나노소재기술,나노/중시물리
2013,PTR-2013-0025676706,특허,NGS 데이터의 고속 압축장치 및 그 방법,10-1253700-0000,nan,가천대학교 산학협력단;,"G06N 3/12,H03M 7/30",대한민국,nan,nan,nan,"클라우드 환경의 전송대역폭을 고려한, 고속/고효율의 NGS 인코딩 알고리즘.",1345159302,교육과학기술부,가천의과학대학교,대학,기타 정보처리시스템 및 S/W 기술,달리 분류되지 않는 소프트웨어
2013,PTR-2013-0025675396,특허,열적 안정성이 우수한 신규한 알칼리토금속-유기골격구조 화합물,10-1251367-0000,nan,중앙대학교 산학협력단;,"C07F 3/00,C07D 213/79,B01J 20/22,B01J 31/18",대한민국,nan,nan,nan,환경 친화적인 새로운 비대칭 구조 화합물의 합성 및 그 다목적 전기/광학적 특성,1345170681,교육과학기술부,중앙대학교,대학,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",무기소재화학
2013,PTR-2013-0025675533,특허,배경 제거와 그래프 컷을 이용한 비교사 영상 분할 방법 및 시스템,10-1245957-0000,nan,한양대학교 에리카산학협력단;,"G06T 7/00,G06T 3/40,G06T 7/40",대한민국,nan,nan,nan,웹 3.0 시대의 멀티미디어 검색 서비스를 위한 핵심 기술 연구,1345144360,교육과학기술부,한양대학교 산학협력단,대학,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,알고리즘
2013,PTR-2013-0025739603,특허,입체감을 회복시키는 화상처리장치,10-1348811-0000,nan,건아정보기술주식회사;,"H04N 13/00,H04N 7/18,G06T 7/543",대한민국,nan,nan,nan,11. Realistic 3D 공간정보 고도화 기술 개발,1615002362,국토해양부,한국건설기술연구원,출연연구소,기타 정보처리시스템 및 S/W 기술,국토지능화/공간정보
2013,PTR-2013-0025739587,특허,합성 폼타이를 이용한 현장 중단열벽체 시공방법,10-1292523-0000,nan,한국건설기술연구원;,"E04B 2/84,E04G 11/06,E04G 9/10,E04G 17/065,E04B 2/86",대한민국,nan,nan,nan,단열성능이 향상된 중단열 콘크리트 외벽시스템 개발,1615002228,국토해양부,한국건설기술연구원,출연연구소,기타 환경기반기술,친환경건축물 설계/시공/관리기술
2013,PTR-2013-0025651563,특허,"안정화된 알파-헬릭스 구조를 갖는 펩티드 나노구조체, 나노구조체 모양과 알파-헬릭스 안정도 조절방법 및 그 제조방법",10-1254726-0000,nan,연세대학교 산학협력단;,"C07K 14/00,A61K 38/16,A61P 35/00,A61P 37/02,A61P 31/00,B82Y 5/00",대한민국,nan,nan,nan,초분자 단백질 개발을 통한 발암성 상호작용 조절,9991005775,교육부,연세대학교,대학,기능성 바이오소재 기반기술,나노바이오화학
2013,PTR-2013-0025651517,특허,모바일 애드 혹 네트워크용 아이피 역추적 시스템 및 그 역추적 방법,10-1267493-0000,nan,순천향대학교 산학협력단;,"H04L 29/06,H04W 84/18,H04L 12/26,H04W 12/12,H04W 12/00",대한민국,nan,nan,nan,스마트폰 보안성 향상 연구,9991002579,교육부,순천향대학교,대학,정보보안 및 암호기술,공통 보안기술
2013,PTO-2013-0025651429,특허,저에너지/저파울링 역삼투 장치 및 이의 운전방법,10-2013-0165703,nan,부경대학교 산학협력단;,"B01D 61/02,B01D 65/02,B01D 65/08,C02F 1/44",대한민국,nan,nan,nan,막여과 기반 Watergy 시스템의 스케일업 기술,9991005676,미래창조과학부,부경대학교,대학,수질오염처리 및 재이용기술,건설환경설비기술
2013,PTO-2013-0025653247,특허,신규한 바토넬라 그라미 균주,10-2013-0024117,nan,서울대학교산학협력단;,"C12N 1/20,A61K 39/02,G01N 33/53",대한민국,nan,nan,nan,Bartonella grahamii 한국 분리주의 특성 및 병원성 연구,1711006146,미래창조과학부,서울대학교,대학,바이오신약 개발기술,의생명과학
2013,PTO-2013-0025651344,특허,미공개,10-2013-0044965,nan,이민수;,"G21F 9/22,G21F 9/36,C01B 33/26",대한민국,nan,nan,nan,공학적방벽 성능향상 기술개발,1345203479,미래창조과학부,한국원자력연구원,출연연구소,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,방사성폐기물 처분/관리기술
2013,PTO-2013-0025675464,특허,항 TRS 모노클로날 항체 및 이의 용도,10-2013-0167854,nan,재단법인 의약바이오컨버젼스연구단;,"C07K 16/40,A61K 39/395,G01N 33/68",대한민국,nan,nan,nan,중앙연계실용화사업,1711008994,미래창조과학부,(재) 의약바이오컨버젼스연구단,대학,기타기초·기반기술,기타 생명과학
2013,PTO-2013-0025653190,특허,나노물질에 의한 피부 독성 진단용 바이오마커 및 이를 이용한 피부 독성 검출 방법,10-2013-0021774,nan,손상욱;,"C12Q 1/68,C12N 15/11,G01N 33/48",대한민국,nan,nan,nan,나노물질의 피부독성에서 활성산소생성 기전 및 HIF-1α 역할 연구,1345203131,교육부,고려대학교,대학,생명공학 산물 안전성 및 유효성 평가기술,피부/감각기학
2013,PTO-2013-0025653078,특허,사람 움직임 방향을 고려한 스마트 조명 제어 장치 및 방법,10-2013-0074945,nan,이찬수 천성용;,H05B 45/00,대한민국,nan,nan,nan,스마트 조명용 고효율 LED 패키지 및 IT 융합 기술,1345211668,교육부,영남대학교,대학,기타 정보처리시스템 및 S/W 기술,가정용기기/전자응용기기
2013,PTO-2013-0025675621,특허,"SINGLE NANOPARTICLE HAVING A NANOGAP BETWEEN A CORE MATERIAL AND A SHELL MATERIAL, AND MANUFACTURING METHOD THEREOF",2819052,nan,한국화학연구원;,nan,캐나다,nan,nan,nan,초고밀도 디스플레이 소자 표면과 나노 반도체 표면의 초미세불순물에 대한 분자화학적 비파괴라만 및 고감도 레이저 나노분광 응용시스템 기술 개발,1345172918,교육과학기술부,한국화학연구원,출연연구소,"나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점)",물리화학
2013,PTO-2013-0025653318,특허,Method of preparing power of a solid carbazic acid derivative,13/929201,nan,서강대학교산학협력단;,nan,미국,nan,nan,nan,방사성의약품 표지 원천 요소 기술 개발,1711005913,미래창조과학부,서강대학교,대학,생명현상 및 기능연구,치료/진단기기
2013,PTO-2013-0025653422,특허,다중 에멀전의 제조방법,10-2013-0042162,nan,충남대학교 산학협력단;,"B01J 13/02,C08J 3/02",대한민국,nan,nan,nan,비표지 생체물질 분석을 위한 3차원 형상 기반 입자 어레이 시스템 개발,1345197839,미래창조과학부,충남대학교,대학,바이오칩 개발기술,생물화학 공정기술
2013,PTR-2013-0025675847,특허,지질 이중막의 제조방법,10-1240194-0000,nan,인하대학교 산학협력단;,"B01D 71/74,B01D 67/00,B01D 69/02",대한민국,nan,nan,nan,"신약 스크리닝 및 이온통로 연구를 위한 고집적, 고효율 인공세포막 칩 연구개발",1345155272,교육과학기술부,인하대학교 산학협력단,대학,바이오칩 개발기술,융합바이오
2013,PTR-2013-0025676087,특허,백금 나노입자를 사용한 산화환원효소 보조인자 광재생 방법,10-1249410-0000,nan,이화여자대학교 산학협력단;,"C12N 9/02,C12N 13/00,B01J 23/42",대한민국,nan,nan,nan,생체효소 대체 금속화합물의 촉매반응과 생체물질과 전자전달반응,1345148535,교육과학기술부,이화여자대학교 산학협력단,대학,생명현상 및 기능연구,생무기화학
2013,PTR-2013-0025653639,특허,Micro-resonator sensor using evanescent wave of total reflection mirror,8346031,nan,중앙대학교 산학협력단;,nan,미국,nan,nan,nan,무표지 단분자 검출을 위한 집적형 초고감도 나노 바이오 광센서시스템 연구,1345199201,미래창조과학부,중앙대학교,대학,나노 photonics기술,광소자
2013,PTR-2013-0025653572,특허,OFDM 통신 시스템의 수신 장치 및 그의 위상 잡음 완화 방법,10-1241824-0000,nan,포항공과대학교 산학협력단;,H04L 27/26,대한민국,nan,nan,nan,초저오율 애플리케이션을 위한 오류제어기법의 설계 및 응용,1345198569,미래창조과학부,포항공과대학교,대학,4세대 이동통신,이동통신
2013,PTR-2013-0025653503,특허,나선형 구조의 크로스-스프링을 이용한 높은 회전각을 갖는 탄성 회전관절,10-1328496-0000,nan,KAIST;,"B25J 17/00,B25J 18/04,B25J 15/00",대한민국,nan,nan,nan,나노 모바일 시스템의 기반기술 개발 및 응용,9991000954,미래창조과학부,한국과학기술원,대학,기타 나노소자 및 시스템기술,초소형 디바이스
2013,PTO-2013-0025651870,특허,후크 안전 장치,10-2013-0146174,nan,한국원자력연구원;,B66C 1/36,대한민국,nan,nan,nan,원격시스템 기술개발,1345199577,미래창조과학부,한국원자력연구원,출연연구소,위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구,사용후핵연료 관리기술
